citations,titles,dates,uniqueID,imageLink,CopyrightCode,totalNumber,source_url
"Fonds 200, Series 372, Subseries 2, Item 234",Childrens' work - Miss Medhurst,"May 30, 1940",143762,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0002/s0372_ss0002_it0234.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=4601&EndIndex=4800
"Fonds 200, Series 372, Subseries 1, Item 1593",North wall of 215 Mavety Street,"December 30, 1941",102402,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0001/s0372_ss0001_it1593.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=1201&EndIndex=1400
"Fonds 1257, Series 1057, Item 1355", Garbage Trucks,[194-?],212146,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1257/ser1057/f1257_s1057_it1355.jpg,NG-CC,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=6601&EndIndex=6800
"Fonds 1257, Series 1057, Item 1988",Malabar Costume Shop,[between 1960 and 1970],212778,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1257/ser1057/f1257_s1057_it1988.jpg,NG-CC,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=7201&EndIndex=7400
"Fonds 200, Series 372, Subseries 1, Item 803",St. Lawrence Stables,"April 17, 1928",101014,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0001/s0372_ss0001_it0803.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=601&EndIndex=800
"Fonds 200, Series 372, Subseries 79, Item 316",Cherry Street subway - construction,"March 8, 1928",144171,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0079/s0372_ss0079_it0316.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=4801&EndIndex=5000
"Fonds 1257, Series 1057, Item 295",St. Margaret's Anglican Church,1971,211095,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1257/ser1057/f1257_s1057_it0295.jpg,NG-CC,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=6001&EndIndex=6200
"Fonds 200, Series 372, Subseries 1, Item 730",Live Stock Arena — C. N. E.,"July 18, 1927",100881,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0001/s0372_ss0001_it0730.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=401&EndIndex=600
"Fonds 1583, Item 94","Rectifying columns, condensers, tale boxes, and gauging vessels in Acetone Redistillation Department","November 18, 1918",138899,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1583/f1583_it0094.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=3601&EndIndex=3800
,,,,,,,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=2001&EndIndex=2200
,,,,,,,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=3201&EndIndex=3400
"Fonds 1257, Series 1057, Item 835",S.S. Kresge Co. Building,[ 194-?],211625,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1257/ser1057/f1257_s1057_it0835.jpg,NG-CC,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=6401&EndIndex=6600
"Fonds 1257, Series 1057, Item 209",Brant Street Public School,[between 1927 and 1947?],211009,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1257/ser1057/f1257_s1057_it0209.jpg,NG-CC,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=6001&EndIndex=6200
"Fonds 200, Series 372, Subseries 66, Item 27",Lakeshore from Leuty West,"April 11, 1929",142302,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0066/s0372_ss0066_it0027.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=4401&EndIndex=4600
"Fonds 200, Series 372, Subseries 79, Item 91",C.N.R. Riverdale Station looking north,"Sept 23, 1926",143918,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0079/s0372_ss0079_it0091.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=4601&EndIndex=4800
"Fonds 200, Series 372, Subseries 1, Item 1596",Rear 45-47 Simcoe Street,"January 15, 1942",102405,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0001/s0372_ss0001_it1596.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=1201&EndIndex=1400
"Fonds 200, Series 372, Subseries 41, Item 584","A.S. Goss and family group, 66 Charles Street",[January/February 1913],142160,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0041/s0372_ss0041_it0584.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=4201&EndIndex=4400
"Fonds 1568, Item 193","Laying of cornerstone, National Club, Bay Street",[after 1900],135806,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1568/f1568_it0193.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=3401&EndIndex=3600
"Fonds 1568, Item 138","Yonge Street, York Mills, North York Twp.",[ca. 1936],135747,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1568/f1568_it0138.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=3401&EndIndex=3600
"Fonds 200, Series 372, Subseries 1, Item 295",357 Broadview Avenue,"May 14, 1918",100183,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0001/s0372_ss0001_it0295.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=1&EndIndex=200
"Fonds 1257, Series 1057, Item 739",Adelaide Building,[ca. 192-?],211539,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1257/ser1057/f1257_s1057_it0739.jpg,NG-CC,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=6401&EndIndex=6600
"Fonds 200, Series 372, Subseries 84, Item 20",Harbord Street bridge - construction,"October 28, 1909",144688,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0084/s0372_ss0084_it0020.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=5201&EndIndex=5400
"Fonds 200, Series 372, Subseries 100, Item 33",346 Carlaw Avenue,"February 8, 1952",102667,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0100/s0372_ss0100_it0033.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=1401&EndIndex=1600
"Fonds 1568, Item 496",Mount Pleasant Cemetery,[after 1900],147602,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1568/f1568_it0496.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=5601&EndIndex=5800
,,,,,,,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=3201&EndIndex=3400
"Fonds 200, Series 372, Subseries 1, Item 1442",Northeast corner Gerrard and Yonge,"July 7, 1938",102220,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0001/s0372_ss0001_it1442.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=1201&EndIndex=1400
,,,,,,,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=3001&EndIndex=3200
"Fonds 1408, Item 1",Aftermath of the 1904 fire: Front Street West looking north,"[April 20, 1904]",152809,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1408/f1408_it0001.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=5601&EndIndex=5800
"Fonds 1568, Item 498",Alice Street School,[after 1900],147604,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1568/f1568_it0498.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=5601&EndIndex=5800
"Fonds 200, Series 372, Subseries 1, Item 705",TTC unloading platform,"April 4, 1927",100855,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0001/s0372_ss0001_it0705.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=401&EndIndex=600
"Fonds 1568, Item 359","Entrance to the Thornhill Golf Club, Thornhill, Ontario",[after 1920],135977,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1568/f1568_it0359.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=3601&EndIndex=3800
"Fonds 249, Series 61, File 137",Firetruck at CNE Firehall,[between 1927 and 1940],207322,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo0249/ser0061/s0061_fl0137_id0001.jpg,NG-CC,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=5601&EndIndex=5800
"Fonds 200, Series 372, Subseries 79, Item 123",Central Prison yard from the east,"October 12, 1926",143951,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0079/s0372_ss0079_it0123.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=4801&EndIndex=5000
"Fonds 1568, Item 355",Casa Loma,after 1914,135973,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1568/f1568_it0355.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=3601&EndIndex=3800
"Fonds 200, Series 372, Subseries 1, Item 1276",139 Franklin Avenue — explosion,"May 2, 1934",101961,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0001/s0372_ss0001_it1276.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=1001&EndIndex=1200
,,,,,,,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=3201&EndIndex=3400
"Fonds 200, Series 372, Subseries 66, Item 19",Dump - north south Bloor Viaduct,"September 12, 1924",142298,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0066/s0372_ss0066_it0019.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=4401&EndIndex=4600
"Fonds 200, Series 372, Subseries 1, Item 933",C. N. E. Live Stock Building entrance,"July 24, 1930",101150,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0001/s0372_ss0001_it0933.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=601&EndIndex=800
"Fonds 200, Series 372, Subseries 84, Item 555",Eastern Avenue Gas Company's bridge collapse,"July 31, 1929",144998,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0084/s0372_ss0084_it0555.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=5401&EndIndex=5600
"Fonds 200, Series 372, Subseries 2, Item 87",Children's Saturday morning classes - play,"May 2, 1936",143610,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0002/s0372_ss0002_it0087.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=4401&EndIndex=4600
"Fonds 1257, Series 1057, Item 1774","Miss Toronto Beauty Contest 1955, Exhibition Stadium",Summer 1955,212564,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1257/ser1057/f1257_s1057_it1774.jpg,NG-CC,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=7001&EndIndex=7200
"Fonds 200, Series 372, Subseries 19, Item 17",Construction,"November 5, 1914",107258,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0019/s0372_ss0019_it0017.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=2801&EndIndex=3000
"Fonds 1583, Item 23",Acid concentrators under construction,"January 25, 1918",138825,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1583/f1583_it0023.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=3601&EndIndex=3800
,,,,,,,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=1601&EndIndex=1800
"Fonds 1257, Series 1057, Item 134",Toronto skyline and harbour,[193-?],210934,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1257/ser1057/f1257_s1057_it0134.jpg,NG-CC,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=5801&EndIndex=6000
"Fonds 200, Series 372, Subseries 79, Item 426",York Street steel,"May 31, 1929",144317,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0079/s0372_ss0079_it0426.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=5001&EndIndex=5200
